attack,cod,defense,form,hp,img,name,spatk,spdef,speed,total,type1,type2
112,566,45,,55,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,Archen,74,45,70,401,Rock,Flying
140,567,65,,75,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,Archeops,112,65,110,567,Rock,Flying
50,568,62,,50,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,Trubbish,40,62,65,329,Poison,
95,569,82,,80,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,Garbodor,60,82,75,474,Poison,
65,570,40,,40,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,Zorua,80,40,65,330,Dark,
105,571,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,Zoroark,120,60,105,510,Dark,
50,572,40,,55,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,Minccino,40,40,75,300,Normal,
95,573,60,,75,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,Cinccino,65,60,115,470,Normal,
30,574,50,,45,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,Gothita,55,65,45,290,Psychic,
45,575,70,,60,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,Gothorita,75,85,55,390,Psychic,
55,576,95,,70,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,Gothitelle,95,110,65,490,Psychic,
30,577,40,,45,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,Solosis,105,50,20,290,Psychic,
40,578,50,,65,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,Duosion,125,60,30,370,Psychic,
65,579,75,,110,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,Reuniclus,125,85,30,490,Psychic,
44,580,50,,62,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,Ducklett,44,50,55,305,Water,Flying
87,581,63,,75,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,Swanna,87,63,98,473,Water,Flying
50,582,50,,36,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,Vanillite,65,60,44,305,Ice,
65,583,65,,51,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,Vanillish,80,75,59,395,Ice,
95,584,85,,71,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,Vanilluxe,110,95,79,535,Ice,
60,585,50,,60,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,Deerling,40,50,75,335,Normal,Grass
100,586,70,,80,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,Sawsbuck,60,70,95,475,Normal,Grass
75,587,60,,55,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,Emolga,75,60,103,428,Electric,Flying
75,588,45,,50,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,Karrablast,40,45,60,315,Bug,
135,589,105,,70,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,Escavalier,60,105,20,495,Bug,Steel
55,590,45,,69,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,Foongus,55,55,15,294,Grass,Poison
85,591,70,,114,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,Amoonguss,85,80,30,464,Grass,Poison
40,592,50,,55,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,Frillish,65,85,40,335,Water,Ghost
60,593,70,,100,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,Jellicent,85,105,60,480,Water,Ghost
75,594,80,,165,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,Alomomola,40,45,65,470,Water,
47,595,50,,50,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,Joltik,57,50,65,319,Bug,Electric
77,596,60,,70,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png,Galvantula,97,60,108,472,Bug,Electric
50,597,91,,44,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png,Ferroseed,24,86,10,305,Grass,Steel
94,598,131,,74,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png,Ferrothorn,54,116,20,489,Grass,Steel
55,599,70,,40,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png,Klink,45,60,30,300,Steel,
80,600,95,,60,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png,Klang,70,85,50,440,Steel,
100,601,115,,60,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png,Klinklang,70,85,90,520,Steel,
55,602,40,,35,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png,Tynamo,45,40,60,275,Electric,
85,603,70,,65,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png,Eelektrik,75,70,40,405,Electric,
115,604,80,,85,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png,Eelektross,105,80,50,515,Electric,
55,605,55,,55,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png,Elgyem,85,55,30,335,Psychic,
75,606,75,,75,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png,Beheeyem,125,95,40,485,Psychic,
30,607,55,,50,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png,Litwick,65,55,20,275,Ghost,Fire
40,608,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png,Lampent,95,60,55,370,Ghost,Fire
55,609,90,,60,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png,Chandelure,145,90,80,520,Ghost,Fire
87,610,60,,46,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png,Axew,30,40,57,320,Dragon,
117,611,70,,66,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png,Fraxure,40,50,67,410,Dragon,
147,612,90,,76,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png,Haxorus,60,70,97,540,Dragon,
70,613,40,,55,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png,Cubchoo,60,40,40,305,Ice,
130,614,80,,95,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png,Beartic,70,80,50,505,Ice,
50,615,50,,80,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png,Cryogonal,95,135,105,515,Ice,
40,616,85,,50,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png,Shelmet,40,65,25,305,Bug,
70,617,40,,80,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png,Accelgor,100,60,145,495,Bug,
66,618,84,,109,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png,Stunfisk,81,99,32,471,Ground,Electric
81,618,99,Galarian Stunfisk,109,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk-galarian.png,Stunfisk,66,84,32,471,Ground,Steel
85,619,50,,45,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png,Mienfoo,55,50,65,350,Fighting,
125,620,60,,65,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png,Mienshao,95,60,105,510,Fighting,
120,621,90,,77,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png,Druddigon,60,90,48,485,Dragon,
74,622,50,,59,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png,Golett,35,50,35,303,Ground,Ghost
124,623,80,,89,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png,Golurk,55,80,55,483,Ground,Ghost
85,624,70,,45,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png,Pawniard,40,40,60,340,Dark,Steel
125,625,100,,65,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png,Bisharp,60,70,70,490,Dark,Steel
110,626,95,,95,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png,Bouffalant,40,95,55,490,Normal,
83,627,50,,70,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png,Rufflet,37,50,60,350,Normal,Flying
123,628,75,,100,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png,Braviary,57,75,80,510,Normal,Flying
55,629,75,,70,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png,Vullaby,45,65,60,370,Dark,Flying
65,630,105,,110,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png,Mandibuzz,55,95,80,510,Dark,Flying
97,631,66,,85,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png,Heatmor,105,66,65,484,Fire,
109,632,112,,58,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png,Durant,48,48,109,484,Bug,Steel
65,633,50,,52,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png,Deino,45,50,38,300,Dark,Dragon
85,634,70,,72,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png,Zweilous,65,70,58,420,Dark,Dragon
105,635,90,,92,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png,Hydreigon,125,90,98,600,Dark,Dragon
85,636,55,,55,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png,Larvesta,50,55,60,360,Bug,Fire
60,637,65,,85,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png,Volcarona,135,105,100,550,Bug,Fire
90,638,129,,91,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png,Cobalion,90,72,108,580,Steel,Fighting
129,639,90,,91,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png,Terrakion,72,90,108,580,Rock,Fighting
90,640,72,,91,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,Virizion,90,129,108,580,Grass,Fighting
115,641,70,Incarnate Forme,79,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png,Tornadus,125,80,111,580,Flying,
100,641,80,Therian Forme,79,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-therian.png,Tornadus,110,90,121,580,Flying,
115,642,70,Incarnate Forme,79,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png,Thundurus,125,80,111,580,Electric,Flying
105,642,70,Therian Forme,79,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-therian.png,Thundurus,145,80,101,580,Electric,Flying
120,643,100,,100,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,Reshiram,150,120,90,680,Dragon,Fire
150,644,120,,100,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png,Zekrom,120,100,90,680,Dragon,Electric
125,645,90,Incarnate Forme,89,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png,Landorus,115,80,101,600,Ground,Flying
145,645,90,Therian Forme,89,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-therian.png,Landorus,105,80,91,600,Ground,Flying
130,646,90,,125,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png,Kyurem,130,90,95,660,Dragon,Ice
170,646,100,Black Kyurem,125,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-black.png,Kyurem,120,90,95,700,Dragon,Ice
120,646,90,White Kyurem,125,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem-white.png,Kyurem,170,100,95,700,Dragon,Ice
72,647,90,Ordinary Form,91,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png,Keldeo,129,90,108,580,Water,Fighting
72,647,90,Resolute Form,91,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-resolute.png,Keldeo,129,90,108,580,Water,Fighting
77,648,77,Aria Forme,100,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png,Meloetta,128,128,90,600,Normal,Psychic
128,648,90,Pirouette Forme,100,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-pirouette.png,Meloetta,77,77,128,600,Normal,Fighting
120,649,95,,71,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png,Genesect,120,95,99,600,Bug,Steel
61,650,65,,56,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,Chespin,48,45,38,313,Grass,
78,651,95,,61,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,Quilladin,56,58,57,405,Grass,
107,652,122,,88,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,Chesnaught,74,75,64,530,Grass,Fighting
45,653,40,,40,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,Fennekin,62,60,60,307,Fire,
59,654,58,,59,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,Braixen,90,70,73,409,Fire,
69,655,72,,75,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,Delphox,114,100,104,534,Fire,Psychic
56,656,40,,41,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,Froakie,62,44,71,314,Water,
63,657,52,,54,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,Frogadier,83,56,97,405,Water,
95,658,67,,72,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,Greninja,103,71,122,530,Water,Dark
145,658,67,Ash-Greninja,72,https://img.pokemondb.net/sprites/sword-shield/icon/greninja-ash.png,Greninja,153,71,132,640,Water,Dark
36,659,38,,38,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,Bunnelby,32,36,57,237,Normal,
56,660,77,,85,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,Diggersby,50,77,78,423,Normal,Ground
50,661,43,,45,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,Fletchling,40,38,62,278,Normal,Flying
73,662,55,,62,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,Fletchinder,56,52,84,382,Fire,Flying
81,663,71,,78,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,Talonflame,74,69,126,499,Fire,Flying
35,664,40,,38,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,Scatterbug,27,25,35,200,Bug,
22,665,60,,45,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,Spewpa,27,30,29,213,Bug,
52,666,50,,80,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,Vivillon,90,50,89,411,Bug,Flying
50,667,58,,62,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,Litleo,73,54,72,369,Fire,Normal
68,668,72,,86,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,Pyroar,109,66,106,507,Fire,Normal
38,669,39,,44,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,Flabébé,61,79,42,303,Fairy,
45,670,47,,54,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,Floette,75,98,52,371,Fairy,
65,671,68,,78,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png,Florges,112,154,75,552,Fairy,
65,672,48,,66,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png,Skiddo,62,57,52,350,Grass,
100,673,62,,123,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png,Gogoat,97,81,68,531,Grass,
82,674,62,,67,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png,Pancham,46,48,43,348,Fighting,
124,675,78,,95,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,Pangoro,69,71,58,495,Fighting,Dark
80,676,60,,75,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,Furfrou,65,90,102,472,Normal,
48,677,54,,62,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,Espurr,63,60,68,355,Psychic,
48,678,76,Male,74,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png,Meowstic,83,81,104,466,Psychic,
48,678,76,Female,74,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png,Meowstic,83,81,104,466,Psychic,
80,679,100,,45,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,Honedge,35,37,28,325,Steel,Ghost
110,680,150,,59,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,Doublade,45,49,35,448,Steel,Ghost
50,681,140,Shield Forme,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png,Aegislash,50,140,60,500,Steel,Ghost
140,681,50,Blade Forme,60,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png,Aegislash,140,50,60,500,Steel,Ghost
52,682,60,,78,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,Spritzee,63,65,23,341,Fairy,
72,683,72,,101,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,Aromatisse,99,89,29,462,Fairy,
48,684,66,,62,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,Swirlix,59,57,49,341,Fairy,
80,685,86,,82,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,Slurpuff,85,75,72,480,Fairy,
54,686,53,,53,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,Inkay,37,46,45,288,Dark,Psychic
92,687,88,,86,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,Malamar,68,75,73,482,Dark,Psychic
52,688,67,,42,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,Binacle,39,56,50,306,Rock,Water
105,689,115,,72,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,Barbaracle,54,86,68,500,Rock,Water
60,690,60,,50,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,Skrelp,60,60,30,320,Poison,Water
75,691,90,,65,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,Dragalge,97,123,44,494,Poison,Dragon
53,692,62,,50,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,Clauncher,58,63,44,330,Water,
73,693,88,,71,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,Clawitzer,120,89,59,500,Water,
38,694,33,,44,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,Helioptile,61,43,70,289,Electric,Normal
55,695,52,,62,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,Heliolisk,109,94,109,481,Electric,Normal
89,696,77,,58,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,Tyrunt,45,45,48,362,Rock,Dragon
121,697,119,,82,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,Tyrantrum,69,59,71,521,Rock,Dragon
59,698,50,,77,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,Amaura,67,63,46,362,Rock,Ice
77,699,72,,123,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,Aurorus,99,92,58,521,Rock,Ice
65,700,65,,95,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,Sylveon,110,130,60,525,Fairy,
92,701,75,,78,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,Hawlucha,74,63,118,500,Fighting,Flying
58,702,57,,67,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,Dedenne,81,67,101,431,Electric,Fairy
50,703,150,,50,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,Carbink,50,150,50,500,Rock,Fairy
50,704,35,,45,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,Goomy,55,75,40,300,Dragon,
75,705,53,,68,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,Sliggoo,83,113,60,452,Dragon,
100,706,70,,90,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,Goodra,110,150,80,600,Dragon,
80,707,91,,57,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,Klefki,80,87,75,470,Steel,Fairy
70,708,48,,43,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,Phantump,50,60,38,309,Ghost,Grass
110,709,76,,85,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,Trevenant,65,82,56,474,Ghost,Grass
66,710,70,Average Size,49,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png,Pumpkaboo,44,55,51,335,Ghost,Grass
66,710,70,Small Size,44,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png,Pumpkaboo,44,55,56,335,Ghost,Grass
66,710,70,Large Size,54,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png,Pumpkaboo,44,55,46,335,Ghost,Grass
66,710,70,Super Size,59,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png,Pumpkaboo,44,55,41,335,Ghost,Grass
90,711,122,Average Size,65,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png,Gourgeist,58,75,84,494,Ghost,Grass
85,711,122,Small Size,55,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png,Gourgeist,58,75,99,494,Ghost,Grass
95,711,122,Large Size,75,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png,Gourgeist,58,75,69,494,Ghost,Grass
100,711,122,Super Size,85,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png,Gourgeist,58,75,54,494,Ghost,Grass
69,712,85,,55,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,Bergmite,32,35,28,304,Ice,
117,713,184,,95,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,Avalugg,44,46,28,514,Ice,
30,714,35,,40,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,Noibat,45,40,55,245,Flying,Dragon
70,715,80,,85,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,Noivern,97,80,123,535,Flying,Dragon
131,716,95,,126,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,Xerneas,131,98,99,680,Fairy,
131,717,95,,126,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,Yveltal,131,98,99,680,Dark,Flying
100,718,121,50% Forme,108,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png,Zygarde,81,95,95,600,Dragon,Ground
100,718,71,10% Forme,54,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png,Zygarde,61,85,115,486,Dragon,Ground
100,718,121,Complete Forme,216,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png,Zygarde,91,95,85,708,Dragon,Ground
100,719,150,,50,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,Diancie,100,150,50,600,Rock,Fairy
160,719,110,Mega Diancie,50,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png,Diancie,160,110,110,700,Rock,Fairy
110,720,60,Hoopa Confined,80,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png,Hoopa,150,130,70,600,Psychic,Ghost
160,720,60,Hoopa Unbound,80,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png,Hoopa,170,130,80,680,Psychic,Dark
110,721,120,,80,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,Volcanion,130,90,70,600,Fire,Water
55,722,55,,68,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png,Rowlet,50,50,42,320,Grass,Flying
75,723,75,,78,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png,Dartrix,70,70,52,420,Grass,Flying
107,724,75,,78,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,Decidueye,100,100,70,530,Grass,Ghost
65,725,40,,45,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,Litten,60,40,70,320,Fire,
85,726,50,,65,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,Torracat,80,50,90,420,Fire,
115,727,90,,95,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,Incineroar,80,90,60,530,Fire,Dark
54,728,54,,50,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,Popplio,66,56,40,320,Water,
69,729,69,,60,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,Brionne,91,81,50,420,Water,
74,730,74,,80,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,Primarina,126,116,60,530,Water,Fairy
75,731,30,,35,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,Pikipek,30,30,65,265,Normal,Flying
85,732,50,,55,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,Trumbeak,40,50,75,355,Normal,Flying
120,733,75,,80,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,Toucannon,75,75,60,485,Normal,Flying
70,734,30,,48,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,Yungoos,30,30,45,253,Normal,
110,735,60,,88,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,Gumshoos,55,60,45,418,Normal,
62,736,45,,47,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,Grubbin,55,45,46,300,Bug,
82,737,95,,57,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,Charjabug,55,75,36,400,Bug,Electric
70,738,90,,77,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,Vikavolt,145,75,43,500,Bug,Electric
82,739,57,,47,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,Crabrawler,42,47,63,338,Fighting,
132,740,77,,97,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,Crabominable,62,67,43,478,Fighting,Ice
70,741,70,Baile Style,75,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,Oricorio,98,70,93,476,Fire,Flying
70,741,70,Pom-Pom Style,75,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,Oricorio,98,70,93,476,Electric,Flying
70,741,70,Pa'u Style,75,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,Oricorio,98,70,93,476,Psychic,Flying
70,741,70,Sensu Style,75,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,Oricorio,98,70,93,476,Ghost,Flying
45,742,40,,40,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,Cutiefly,55,40,84,304,Bug,Fairy
55,743,60,,60,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,Ribombee,95,70,124,464,Bug,Fairy
65,744,40,,45,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,Rockruff,30,40,60,280,Rock,
65,744,40,Own Tempo Rockruff,45,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,Rockruff,30,40,60,280,Rock,
115,745,65,Midday Form,75,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,Lycanroc,55,65,112,487,Rock,
115,745,75,Midnight Form,85,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,Lycanroc,55,75,82,487,Rock,
117,745,65,Dusk Form,75,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,Lycanroc,55,65,110,487,Rock,
20,746,20,Solo Form,45,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,Wishiwashi,25,25,40,175,Water,
140,746,130,School Form,45,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,Wishiwashi,140,135,30,620,Water,
53,747,62,,50,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,Mareanie,43,52,45,305,Poison,Water
63,748,152,,50,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,Toxapex,53,142,35,495,Poison,Water
100,749,70,,70,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,Mudbray,45,55,45,385,Ground,
125,750,100,,100,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,Mudsdale,55,85,35,500,Ground,
40,751,52,,38,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,Dewpider,40,72,27,269,Water,Bug
70,752,92,,68,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,Araquanid,50,132,42,454,Water,Bug
55,753,35,,40,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,Fomantis,50,35,35,250,Grass,
105,754,90,,70,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,Lurantis,80,90,45,480,Grass,
35,755,55,,40,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,Morelull,65,75,15,285,Grass,Fairy
