cod,name,generation,status,species,form,type1,type2,height_m,weight_kg,total,hp,attack,defense,spatk,spdef,speed,img
421,Cherrim,4,Normal,Blossom Pokémon,,Grass,,0.5,9.3,450,70,60,70,87,78,85,https://img.pokemondb.net/sprites/home/normal/cherrim.png
422,Shellos,4,Normal,Sea Slug Pokémon,,Water,,0.3,6.3,325,76,48,48,57,62,34,https://img.pokemondb.net/sprites/home/normal/shellos.png
423,Gastrodon,4,Normal,Sea Slug Pokémon,,Water,Ground,0.9,29.9,475,111,83,68,92,82,39,https://img.pokemondb.net/sprites/home/normal/gastrodon.png
424,Ambipom,4,Normal,Long Tail Pokémon,,Normal,,1.2,20.3,482,75,100,66,60,66,115,https://img.pokemondb.net/sprites/home/normal/ambipom.png
425,Drifloon,4,Normal,Balloon Pokémon,,Ghost,Flying,0.4,1.2,348,90,50,34,60,44,70,https://img.pokemondb.net/sprites/home/normal/drifloon.png
426,Drifblim,4,Normal,Blimp Pokémon,,Ghost,Flying,1.2,15.0,498,150,80,44,90,54,80,https://img.pokemondb.net/sprites/home/normal/drifblim.png
427,Buneary,4,Normal,Rabbit Pokémon,,Normal,,0.4,5.5,350,55,66,44,44,56,85,https://img.pokemondb.net/sprites/home/normal/buneary.png
428,Lopunny,4,Normal,Rabbit Pokémon,,Normal,,1.2,33.3,480,65,76,84,54,96,105,https://img.pokemondb.net/sprites/home/normal/lopunny.png
428,Lopunny,4,Normal,Rabbit Pokémon,Mega Lopunny,Normal,Fighting,1.3,28.3,580,65,136,94,54,96,135,https://img.pokemondb.net/sprites/home/normal/lopunny-mega.png
429,Mismagius,4,Normal,Magical Pokémon,,Ghost,,0.9,4.4,495,60,60,60,105,105,105,https://img.pokemondb.net/sprites/home/normal/mismagius.png
430,Honchkrow,4,Normal,Big Boss Pokémon,,Dark,Flying,0.9,27.3,505,100,125,52,105,52,71,https://img.pokemondb.net/sprites/home/normal/honchkrow.png
431,Glameow,4,Normal,Catty Pokémon,,Normal,,0.5,3.9,310,49,55,42,42,37,85,https://img.pokemondb.net/sprites/home/normal/glameow.png
432,Purugly,4,Normal,Tiger Cat Pokémon,,Normal,,1.0,43.8,452,71,82,64,64,59,112,https://img.pokemondb.net/sprites/home/normal/purugly.png
433,Chingling,4,Normal,Bell Pokémon,,Psychic,,0.2,0.6,285,45,30,50,65,50,45,https://img.pokemondb.net/sprites/home/normal/chingling.png
434,Stunky,4,Normal,Skunk Pokémon,,Poison,Dark,0.4,19.2,329,63,63,47,41,41,74,https://img.pokemondb.net/sprites/home/normal/stunky.png
435,Skuntank,4,Normal,Skunk Pokémon,,Poison,Dark,1.0,38.0,479,103,93,67,71,61,84,https://img.pokemondb.net/sprites/home/normal/skuntank.png
436,Bronzor,4,Normal,Bronze Pokémon,,Steel,Psychic,0.5,60.5,300,57,24,86,24,86,23,https://img.pokemondb.net/sprites/home/normal/bronzor.png
437,Bronzong,4,Normal,Bronze Bell Pokémon,,Steel,Psychic,1.3,187.0,500,67,89,116,79,116,33,https://img.pokemondb.net/sprites/home/normal/bronzong.png
438,Bonsly,4,Normal,Bonsai Pokémon,,Rock,,0.5,15.0,290,50,80,95,10,45,10,https://img.pokemondb.net/sprites/home/normal/bonsly.png
439,Mime Jr.,4,Normal,Mime Pokémon,,Psychic,Fairy,0.6,13.0,310,20,25,45,70,90,60,https://img.pokemondb.net/sprites/home/normal/mime-jr.png
440,Happiny,4,Normal,Playhouse Pokémon,,Normal,,0.6,24.4,220,100,5,5,15,65,30,https://img.pokemondb.net/sprites/home/normal/happiny.png
441,Chatot,4,Normal,Music Note Pokémon,,Normal,Flying,0.5,1.9,411,76,65,45,92,42,91,https://img.pokemondb.net/sprites/home/normal/chatot.png
442,Spiritomb,4,Normal,Forbidden Pokémon,,Ghost,Dark,1.0,108.0,485,50,92,108,92,108,35,https://img.pokemondb.net/sprites/home/normal/spiritomb.png
443,Gible,4,Normal,Land Shark Pokémon,,Dragon,Ground,0.7,20.5,300,58,70,45,40,45,42,https://img.pokemondb.net/sprites/home/normal/gible.png
444,Gabite,4,Normal,Cave Pokémon,,Dragon,Ground,1.4,56.0,410,68,90,65,50,55,82,https://img.pokemondb.net/sprites/home/normal/gabite.png
445,Garchomp,4,Normal,Mach Pokémon,,Dragon,Ground,1.9,95.0,600,108,130,95,80,85,102,https://img.pokemondb.net/sprites/home/normal/garchomp.png
445,Garchomp,4,Normal,Mach Pokémon,Mega Garchomp,Dragon,Ground,1.9,95.0,700,108,170,115,120,95,92,https://img.pokemondb.net/sprites/home/normal/garchomp-mega.png
446,Munchlax,4,Normal,Big Eater Pokémon,,Normal,,0.6,105.0,390,135,85,40,40,85,5,https://img.pokemondb.net/sprites/home/normal/munchlax.png
447,Riolu,4,Normal,Emanation Pokémon,,Fighting,,0.7,20.2,285,40,70,40,35,40,60,https://img.pokemondb.net/sprites/home/normal/riolu.png
448,Lucario,4,Normal,Aura Pokémon,,Fighting,Steel,1.2,54.0,525,70,110,70,115,70,90,https://img.pokemondb.net/sprites/home/normal/lucario.png
448,Lucario,4,Normal,Aura Pokémon,Mega Lucario,Fighting,Steel,1.3,57.5,625,70,145,88,140,70,112,https://img.pokemondb.net/sprites/home/normal/lucario-mega.png
449,Hippopotas,4,Normal,Hippo Pokémon,,Ground,,0.8,49.5,330,68,72,78,38,42,32,https://img.pokemondb.net/sprites/home/normal/hippopotas.png
450,Hippowdon,4,Normal,Heavyweight Pokémon,,Ground,,2.0,300.0,525,108,112,118,68,72,47,https://img.pokemondb.net/sprites/home/normal/hippowdon.png
451,Skorupi,4,Normal,Scorpion Pokémon,,Poison,Bug,0.8,12.0,330,40,50,90,30,55,65,https://img.pokemondb.net/sprites/home/normal/skorupi.png
452,Drapion,4,Normal,Ogre Scorp Pokémon,,Poison,Dark,1.3,61.5,500,70,90,110,60,75,95,https://img.pokemondb.net/sprites/home/normal/drapion.png
453,Croagunk,4,Normal,Toxic Mouth Pokémon,,Poison,Fighting,0.7,23.0,300,48,61,40,61,40,50,https://img.pokemondb.net/sprites/home/normal/croagunk.png
454,Toxicroak,4,Normal,Toxic Mouth Pokémon,,Poison,Fighting,1.3,44.4,490,83,106,65,86,65,85,https://img.pokemondb.net/sprites/home/normal/toxicroak.png
455,Carnivine,4,Normal,Bug Catcher Pokémon,,Grass,,1.4,27.0,454,74,100,72,90,72,46,https://img.pokemondb.net/sprites/home/normal/carnivine.png
456,Finneon,4,Normal,Wing Fish Pokémon,,Water,,0.4,7.0,330,49,49,56,49,61,66,https://img.pokemondb.net/sprites/home/normal/finneon.png
457,Lumineon,4,Normal,Neon Pokémon,,Water,,1.2,24.0,460,69,69,76,69,86,91,https://img.pokemondb.net/sprites/home/normal/lumineon.png
458,Mantyke,4,Normal,Kite Pokémon,,Water,Flying,1.0,65.0,345,45,20,50,60,120,50,https://img.pokemondb.net/sprites/home/normal/mantyke.png
459,Snover,4,Normal,Frost Tree Pokémon,,Grass,Ice,1.0,50.5,334,60,62,50,62,60,40,https://img.pokemondb.net/sprites/home/normal/snover.png
460,Abomasnow,4,Normal,Frost Tree Pokémon,,Grass,Ice,2.2,135.5,494,90,92,75,92,85,60,https://img.pokemondb.net/sprites/home/normal/abomasnow.png
460,Abomasnow,4,Normal,Frost Tree Pokémon,Mega Abomasnow,Grass,Ice,2.7,185.0,594,90,132,105,132,105,30,https://img.pokemondb.net/sprites/home/normal/abomasnow-mega.png
461,Weavile,4,Normal,Sharp Claw Pokémon,,Dark,Ice,1.1,34.0,510,70,120,65,45,85,125,https://img.pokemondb.net/sprites/home/normal/weavile.png
462,Magnezone,4,Normal,Magnet Area Pokémon,,Electric,Steel,1.2,180.0,535,70,70,115,130,90,60,https://img.pokemondb.net/sprites/home/normal/magnezone.png
463,Lickilicky,4,Normal,Licking Pokémon,,Normal,,1.7,140.0,515,110,85,95,80,95,50,https://img.pokemondb.net/sprites/home/normal/lickilicky.png
464,Rhyperior,4,Normal,Drill Pokémon,,Ground,Rock,2.4,282.8,535,115,140,130,55,55,40,https://img.pokemondb.net/sprites/home/normal/rhyperior.png
465,Tangrowth,4,Normal,Vine Pokémon,,Grass,,2.0,128.6,535,100,100,125,110,50,50,https://img.pokemondb.net/sprites/home/normal/tangrowth.png
466,Electivire,4,Normal,Thunderbolt Pokémon,,Electric,,1.8,138.6,540,75,123,67,95,85,95,https://img.pokemondb.net/sprites/home/normal/electivire.png
467,Magmortar,4,Normal,Blast Pokémon,,Fire,,1.6,68.0,540,75,95,67,125,95,83,https://img.pokemondb.net/sprites/home/normal/magmortar.png
468,Togekiss,4,Normal,Jubilee Pokémon,,Fairy,Flying,1.5,38.0,545,85,50,95,120,115,80,https://img.pokemondb.net/sprites/home/normal/togekiss.png
469,Yanmega,4,Normal,Ogre Darner Pokémon,,Bug,Flying,1.9,51.5,515,86,76,86,116,56,95,https://img.pokemondb.net/sprites/home/normal/yanmega.png
470,Leafeon,4,Normal,Verdant Pokémon,,Grass,,1.0,25.5,525,65,110,130,60,65,95,https://img.pokemondb.net/sprites/home/normal/leafeon.png
471,Glaceon,4,Normal,Fresh Snow Pokémon,,Ice,,0.8,25.9,525,65,60,110,130,95,65,https://img.pokemondb.net/sprites/home/normal/glaceon.png
472,Gliscor,4,Normal,Fang Scorp Pokémon,,Ground,Flying,2.0,42.5,510,75,95,125,45,75,95,https://img.pokemondb.net/sprites/home/normal/gliscor.png
473,Mamoswine,4,Normal,Twin Tusk Pokémon,,Ice,Ground,2.5,291.0,530,110,130,80,70,60,80,https://img.pokemondb.net/sprites/home/normal/mamoswine.png
474,Porygon-Z,4,Normal,Virtual Pokémon,,Normal,,0.9,34.0,535,85,80,70,135,75,90,https://img.pokemondb.net/sprites/home/normal/porygon-z.png
475,Gallade,4,Normal,Blade Pokémon,,Psychic,Fighting,1.6,52.0,518,68,125,65,65,115,80,https://img.pokemondb.net/sprites/home/normal/gallade.png
475,Gallade,4,Normal,Blade Pokémon,Mega Gallade,Psychic,Fighting,1.6,56.4,618,68,165,95,65,115,110,https://img.pokemondb.net/sprites/home/normal/gallade-mega.png
476,Probopass,4,Normal,Compass Pokémon,,Rock,Steel,1.4,340.0,525,60,55,145,75,150,40,https://img.pokemondb.net/sprites/home/normal/probopass.png
477,Dusknoir,4,Normal,Gripper Pokémon,,Ghost,,2.2,106.6,525,45,100,135,65,135,45,https://img.pokemondb.net/sprites/home/normal/dusknoir.png
478,Froslass,4,Normal,Snow Land Pokémon,,Ice,Ghost,1.3,26.6,480,70,80,70,80,70,110,https://img.pokemondb.net/sprites/home/normal/froslass.png
479,Rotom,4,Normal,Plasma Pokémon,,Electric,Ghost,0.3,0.3,440,50,50,77,95,77,91,https://img.pokemondb.net/sprites/home/normal/rotom.png
479,Rotom,4,Normal,Plasma Pokémon,Heat Rotom,Electric,Fire,0.3,0.3,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/home/normal/rotom-heat.png
479,Rotom,4,Normal,Plasma Pokémon,Wash Rotom,Electric,Water,0.3,0.3,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/home/normal/rotom-wash.png
479,Rotom,4,Normal,Plasma Pokémon,Frost Rotom,Electric,Ice,0.3,0.3,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/home/normal/rotom-frost.png
479,Rotom,4,Normal,Plasma Pokémon,Fan Rotom,Electric,Flying,0.3,0.3,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/home/normal/rotom-fan.png
479,Rotom,4,Normal,Plasma Pokémon,Mow Rotom,Electric,Grass,0.3,0.3,520,50,65,107,105,107,86,https://img.pokemondb.net/sprites/home/normal/rotom-mow.png
480,Uxie,4,Sub Legendary,Knowledge Pokémon,,Psychic,,0.3,0.3,580,75,75,130,75,130,95,https://img.pokemondb.net/sprites/home/normal/uxie.png
481,Mesprit,4,Sub Legendary,Emotion Pokémon,,Psychic,,0.3,0.3,580,80,105,105,105,105,80,https://img.pokemondb.net/sprites/home/normal/mesprit.png
482,Azelf,4,Sub Legendary,Willpower Pokémon,,Psychic,,0.3,0.3,580,75,125,70,125,70,115,https://img.pokemondb.net/sprites/home/normal/azelf.png
483,Dialga,4,Legendary,Temporal Pokémon,,Steel,Dragon,5.4,683.0,680,100,120,120,150,100,90,https://img.pokemondb.net/sprites/home/normal/dialga.png
484,Palkia,4,Legendary,Spatial Pokémon,,Water,Dragon,4.2,336.0,680,90,120,100,150,120,100,https://img.pokemondb.net/sprites/home/normal/palkia.png
485,Heatran,4,Sub Legendary,Lava Dome Pokémon,,Fire,Steel,1.7,430.0,600,91,90,106,130,106,77,https://img.pokemondb.net/sprites/home/normal/heatran.png
486,Regigigas,4,Sub Legendary,Colossal Pokémon,,Normal,,3.7,420.0,670,110,160,110,80,110,100,https://img.pokemondb.net/sprites/home/normal/regigigas.png
487,Giratina,4,Legendary,Renegade Pokémon,Altered Forme,Ghost,Dragon,4.5,750.0,680,150,100,120,100,120,90,https://img.pokemondb.net/sprites/home/normal/giratina-altered.png
487,Giratina,4,Legendary,Renegade Pokémon,Origin Forme,Ghost,Dragon,6.9,650.0,680,150,120,100,120,100,90,https://img.pokemondb.net/sprites/home/normal/giratina-origin.png
488,Cresselia,4,Sub Legendary,Lunar Pokémon,,Psychic,,1.5,85.6,600,120,70,120,75,130,85,https://img.pokemondb.net/sprites/home/normal/cresselia.png
489,Phione,4,Mythical,Sea Drifter Pokémon,,Water,,0.4,3.1,480,80,80,80,80,80,80,https://img.pokemondb.net/sprites/home/normal/phione.png
490,Manaphy,4,Mythical,Seafaring Pokémon,,Water,,0.3,1.4,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/home/normal/manaphy.png
491,Darkrai,4,Mythical,Pitch-Black Pokémon,,Dark,,1.5,50.5,600,70,90,90,135,90,125,https://img.pokemondb.net/sprites/home/normal/darkrai.png
492,Shaymin,4,Mythical,Gratitude Pokémon,Land Forme,Grass,,0.2,2.1,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/home/normal/shaymin-land.png
492,Shaymin,4,Mythical,Gratitude Pokémon,Sky Forme,Grass,Flying,0.4,5.2,600,100,103,75,120,75,127,https://img.pokemondb.net/sprites/home/normal/shaymin-sky.png
493,Arceus,4,Mythical,Alpha Pokémon,,Normal,,3.2,320.0,720,120,120,120,120,120,120,https://img.pokemondb.net/sprites/home/normal/arceus.png
494,Victini,5,Mythical,Victory Pokémon,,Psychic,Fire,0.4,4.0,600,100,100,100,100,100,100,https://img.pokemondb.net/sprites/home/normal/victini.png
495,Snivy,5,Normal,Grass Snake Pokémon,,Grass,,0.6,8.1,308,45,45,55,45,55,63,https://img.pokemondb.net/sprites/home/normal/snivy.png
496,Servine,5,Normal,Grass Snake Pokémon,,Grass,,0.8,16.0,413,60,60,75,60,75,83,https://img.pokemondb.net/sprites/home/normal/servine.png
497,Serperior,5,Normal,Regal Pokémon,,Grass,,3.3,63.0,528,75,75,95,75,95,113,https://img.pokemondb.net/sprites/home/normal/serperior.png
498,Tepig,5,Normal,Fire Pig Pokémon,,Fire,,0.5,9.9,308,65,63,45,45,45,45,https://img.pokemondb.net/sprites/home/normal/tepig.png
499,Pignite,5,Normal,Fire Pig Pokémon,,Fire,Fighting,1.0,55.5,418,90,93,55,70,55,55,https://img.pokemondb.net/sprites/home/normal/pignite.png
500,Emboar,5,Normal,Mega Fire Pig Pokémon,,Fire,Fighting,1.6,150.0,528,110,123,65,100,65,65,https://img.pokemondb.net/sprites/home/normal/emboar.png
501,Oshawott,5,Normal,Sea Otter Pokémon,,Water,,0.5,5.9,308,55,55,45,63,45,45,https://img.pokemondb.net/sprites/home/normal/oshawott.png
502,Dewott,5,Normal,Discipline Pokémon,,Water,,0.8,24.5,413,75,75,60,83,60,60,https://img.pokemondb.net/sprites/home/normal/dewott.png
503,Samurott,5,Normal,Formidable Pokémon,,Water,,1.5,94.6,528,95,100,85,108,70,70,https://img.pokemondb.net/sprites/home/normal/samurott.png
504,Patrat,5,Normal,Scout Pokémon,,Normal,,0.5,11.6,255,45,55,39,35,39,42,https://img.pokemondb.net/sprites/home/normal/patrat.png
505,Watchog,5,Normal,Lookout Pokémon,,Normal,,1.1,27.0,420,60,85,69,60,69,77,https://img.pokemondb.net/sprites/home/normal/watchog.png
506,Lillipup,5,Normal,Puppy Pokémon,,Normal,,0.4,4.1,275,45,60,45,25,45,55,https://img.pokemondb.net/sprites/home/normal/lillipup.png
507,Herdier,5,Normal,Loyal Dog Pokémon,,Normal,,0.9,14.7,370,65,80,65,35,65,60,https://img.pokemondb.net/sprites/home/normal/herdier.png
508,Stoutland,5,Normal,Big-Hearted Pokémon,,Normal,,1.2,61.0,500,85,110,90,45,90,80,https://img.pokemondb.net/sprites/home/normal/stoutland.png
509,Purrloin,5,Normal,Devious Pokémon,,Dark,,0.4,10.1,281,41,50,37,50,37,66,https://img.pokemondb.net/sprites/home/normal/purrloin.png
510,Liepard,5,Normal,Cruel Pokémon,,Dark,,1.1,37.5,446,64,88,50,88,50,106,https://img.pokemondb.net/sprites/home/normal/liepard.png
511,Pansage,5,Normal,Grass Monkey Pokémon,,Grass,,0.6,10.5,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/home/normal/pansage.png
512,Simisage,5,Normal,Thorn Monkey Pokémon,,Grass,,1.1,30.5,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/home/normal/simisage.png
513,Pansear,5,Normal,High Temp Pokémon,,Fire,,0.6,11.0,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/home/normal/pansear.png
514,Simisear,5,Normal,Ember Pokémon,,Fire,,1.0,28.0,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/home/normal/simisear.png
515,Panpour,5,Normal,Spray Pokémon,,Water,,0.6,13.5,316,50,53,48,53,48,64,https://img.pokemondb.net/sprites/home/normal/panpour.png
516,Simipour,5,Normal,Geyser Pokémon,,Water,,1.0,29.0,498,75,98,63,98,63,101,https://img.pokemondb.net/sprites/home/normal/simipour.png
517,Munna,5,Normal,Dream Eater Pokémon,,Psychic,,0.6,23.3,292,76,25,45,67,55,24,https://img.pokemondb.net/sprites/home/normal/munna.png
518,Musharna,5,Normal,Drowsing Pokémon,,Psychic,,1.1,60.5,487,116,55,85,107,95,29,https://img.pokemondb.net/sprites/home/normal/musharna.png
519,Pidove,5,Normal,Tiny Pigeon Pokémon,,Normal,Flying,0.3,2.1,264,50,55,50,36,30,43,https://img.pokemondb.net/sprites/home/normal/pidove.png
520,Tranquill,5,Normal,Wild Pigeon Pokémon,,Normal,Flying,0.6,15.0,358,62,77,62,50,42,65,https://img.pokemondb.net/sprites/home/normal/tranquill.png
521,Unfezant,5,Normal,Proud Pokémon,,Normal,Flying,1.2,29.0,488,80,115,80,65,55,93,https://img.pokemondb.net/sprites/home/normal/unfezant.png
522,Blitzle,5,Normal,Electrified Pokémon,,Electric,,0.8,29.8,295,45,60,32,50,32,76,https://img.pokemondb.net/sprites/home/normal/blitzle.png
523,Zebstrika,5,Normal,Thunderbolt Pokémon,,Electric,,1.6,79.5,497,75,100,63,80,63,116,https://img.pokemondb.net/sprites/home/normal/zebstrika.png
524,Roggenrola,5,Normal,Mantle Pokémon,,Rock,,0.4,18.0,280,55,75,85,25,25,15,https://img.pokemondb.net/sprites/home/normal/roggenrola.png
525,Boldore,5,Normal,Ore Pokémon,,Rock,,0.9,102.0,390,70,105,105,50,40,20,https://img.pokemondb.net/sprites/home/normal/boldore.png
526,Gigalith,5,Normal,Compressed Pokémon,,Rock,,1.7,260.0,515,85,135,130,60,80,25,https://img.pokemondb.net/sprites/home/normal/gigalith.png
527,Woobat,5,Normal,Bat Pokémon,,Psychic,Flying,0.4,2.1,323,65,45,43,55,43,72,https://img.pokemondb.net/sprites/home/normal/woobat.png
528,Swoobat,5,Normal,Courting Pokémon,,Psychic,Flying,0.9,10.5,425,67,57,55,77,55,114,https://img.pokemondb.net/sprites/home/normal/swoobat.png
529,Drilbur,5,Normal,Mole Pokémon,,Ground,,0.3,8.5,328,60,85,40,30,45,68,https://img.pokemondb.net/sprites/home/normal/drilbur.png
530,Excadrill,5,Normal,Subterrene Pokémon,,Ground,Steel,0.7,40.4,508,110,135,60,50,65,88,https://img.pokemondb.net/sprites/home/normal/excadrill.png
531,Audino,5,Normal,Hearing Pokémon,,Normal,,1.1,31.0,445,103,60,86,60,86,50,https://img.pokemondb.net/sprites/home/normal/audino.png
531,Audino,5,Normal,Hearing Pokémon,Mega Audino,Normal,Fairy,1.5,32.0,545,103,60,126,80,126,50,https://img.pokemondb.net/sprites/home/normal/audino-mega.png
532,Timburr,5,Normal,Muscular Pokémon,,Fighting,,0.6,12.5,305,75,80,55,25,35,35,https://img.pokemondb.net/sprites/home/normal/timburr.png
533,Gurdurr,5,Normal,Muscular Pokémon,,Fighting,,1.2,40.0,405,85,105,85,40,50,40,https://img.pokemondb.net/sprites/home/normal/gurdurr.png
534,Conkeldurr,5,Normal,Muscular Pokémon,,Fighting,,1.4,87.0,505,105,140,95,55,65,45,https://img.pokemondb.net/sprites/home/normal/conkeldurr.png
535,Tympole,5,Normal,Tadpole Pokémon,,Water,,0.5,4.5,294,50,50,40,50,40,64,https://img.pokemondb.net/sprites/home/normal/tympole.png
536,Palpitoad,5,Normal,Vibration Pokémon,,Water,Ground,0.8,17.0,384,75,65,55,65,55,69,https://img.pokemondb.net/sprites/home/normal/palpitoad.png
537,Seismitoad,5,Normal,Vibration Pokémon,,Water,Ground,1.5,62.0,509,105,95,75,85,75,74,https://img.pokemondb.net/sprites/home/normal/seismitoad.png
538,Throh,5,Normal,Judo Pokémon,,Fighting,,1.3,55.5,465,120,100,85,30,85,45,https://img.pokemondb.net/sprites/home/normal/throh.png
539,Sawk,5,Normal,Karate Pokémon,,Fighting,,1.4,51.0,465,75,125,75,30,75,85,https://img.pokemondb.net/sprites/home/normal/sawk.png
540,Sewaddle,5,Normal,Sewing Pokémon,,Bug,Grass,0.3,2.5,310,45,53,70,40,60,42,https://img.pokemondb.net/sprites/home/normal/sewaddle.png
541,Swadloon,5,Normal,Leaf-Wrapped Pokémon,,Bug,Grass,0.5,7.3,380,55,63,90,50,80,42,https://img.pokemondb.net/sprites/home/normal/swadloon.png
542,Leavanny,5,Normal,Nurturing Pokémon,,Bug,Grass,1.2,20.5,500,75,103,80,70,80,92,https://img.pokemondb.net/sprites/home/normal/leavanny.png
543,Venipede,5,Normal,Centipede Pokémon,,Bug,Poison,0.4,5.3,260,30,45,59,30,39,57,https://img.pokemondb.net/sprites/home/normal/venipede.png
544,Whirlipede,5,Normal,Curlipede Pokémon,,Bug,Poison,1.2,58.5,360,40,55,99,40,79,47,https://img.pokemondb.net/sprites/home/normal/whirlipede.png
545,Scolipede,5,Normal,Megapede Pokémon,,Bug,Poison,2.5,200.5,485,60,100,89,55,69,112,https://img.pokemondb.net/sprites/home/normal/scolipede.png
546,Cottonee,5,Normal,Cotton Puff Pokémon,,Grass,Fairy,0.3,0.6,280,40,27,60,37,50,66,https://img.pokemondb.net/sprites/home/normal/cottonee.png
547,Whimsicott,5,Normal,Windveiled Pokémon,,Grass,Fairy,0.7,6.6,480,60,67,85,77,75,116,https://img.pokemondb.net/sprites/home/normal/whimsicott.png
548,Petilil,5,Normal,Bulb Pokémon,,Grass,,0.5,6.6,280,45,35,50,70,50,30,https://img.pokemondb.net/sprites/home/normal/petilil.png
549,Lilligant,5,Normal,Flowering Pokémon,,Grass,,1.1,16.3,480,70,60,75,110,75,90,https://img.pokemondb.net/sprites/home/normal/lilligant.png
550,Basculin,5,Normal,Hostile Pokémon,Red-Striped Form,Water,,1.0,18.0,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/home/normal/basculin-red-striped.png
550,Basculin,5,Normal,Hostile Pokémon,Blue-Striped Form,Water,,1.0,18.0,460,70,92,65,80,55,98,https://img.pokemondb.net/sprites/home/normal/basculin-blue-striped.png
551,Sandile,5,Normal,Desert Croc Pokémon,,Ground,Dark,0.7,15.2,292,50,72,35,35,35,65,https://img.pokemondb.net/sprites/home/normal/sandile.png
552,Krokorok,5,Normal,Desert Croc Pokémon,,Ground,Dark,1.0,33.4,351,60,82,45,45,45,74,https://img.pokemondb.net/sprites/home/normal/krokorok.png
553,Krookodile,5,Normal,Intimidation Pokémon,,Ground,Dark,1.5,96.3,519,95,117,80,65,70,92,https://img.pokemondb.net/sprites/home/normal/krookodile.png
554,Darumaka,5,Normal,Zen Charm Pokémon,,Fire,,0.6,37.5,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/home/normal/darumaka.png
554,Darumaka,5,Normal,Zen Charm Pokémon,Galarian Darumaka,Ice,,0.7,40.0,315,70,90,45,15,45,50,https://img.pokemondb.net/sprites/home/normal/darumaka-galarian.png
555,Darmanitan,5,Normal,Blazing Pokémon,Standard Mode,Fire,,1.3,92.9,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/home/normal/darmanitan-standard.png
555,Darmanitan,5,Normal,Blazing Pokémon,Zen Mode,Fire,Psychic,1.3,92.9,540,105,30,105,140,105,55,https://img.pokemondb.net/sprites/home/normal/darmanitan-zen.png
555,Darmanitan,5,Normal,Zen Charm Pokémon,Galarian Standard Mode,Ice,,1.7,120.0,480,105,140,55,30,55,95,https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-standard.png
555,Darmanitan,5,Normal,Zen Charm Pokémon,Galarian Zen Mode,Ice,Fire,1.7,120.0,540,105,160,55,30,55,135,https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-zen.png
556,Maractus,5,Normal,Cactus Pokémon,,Grass,,1.0,28.0,461,75,86,67,106,67,60,https://img.pokemondb.net/sprites/home/normal/maractus.png
557,Dwebble,5,Normal,Rock Inn Pokémon,,Bug,Rock,0.3,14.5,325,50,65,85,35,35,55,https://img.pokemondb.net/sprites/home/normal/dwebble.png
558,Crustle,5,Normal,Stone Home Pokémon,,Bug,Rock,1.4,200.0,485,70,105,125,65,75,45,https://img.pokemondb.net/sprites/home/normal/crustle.png
559,Scraggy,5,Normal,Shedding Pokémon,,Dark,Fighting,0.6,11.8,348,50,75,70,35,70,48,https://img.pokemondb.net/sprites/home/normal/scraggy.png
560,Scrafty,5,Normal,Hoodlum Pokémon,,Dark,Fighting,1.1,30.0,488,65,90,115,45,115,58,https://img.pokemondb.net/sprites/home/normal/scrafty.png
561,Sigilyph,5,Normal,Avianoid Pokémon,,Psychic,Flying,1.4,14.0,490,72,58,80,103,80,97,https://img.pokemondb.net/sprites/home/normal/sigilyph.png
562,Yamask,5,Normal,Spirit Pokémon,,Ghost,,0.5,1.5,303,38,30,85,55,65,30,https://img.pokemondb.net/sprites/home/normal/yamask.png
562,Yamask,5,Normal,Spirit Pokémon,Galarian Yamask,Ground,Ghost,0.5,1.5,303,38,55,85,30,65,30,https://img.pokemondb.net/sprites/home/normal/yamask-galarian.png
563,Cofagrigus,5,Normal,Coffin Pokémon,,Ghost,,1.7,76.5,483,58,50,145,95,105,30,https://img.pokemondb.net/sprites/home/normal/cofagrigus.png
564,Tirtouga,5,Normal,Prototurtle Pokémon,,Water,Rock,0.7,16.5,355,54,78,103,53,45,22,https://img.pokemondb.net/sprites/home/normal/tirtouga.png
565,Carracosta,5,Normal,Prototurtle Pokémon,,Water,Rock,1.2,81.0,495,74,108,133,83,65,32,https://img.pokemondb.net/sprites/home/normal/carracosta.png
566,Archen,5,Normal,First Bird Pokémon,,Rock,Flying,0.5,9.5,401,55,112,45,74,45,70,https://img.pokemondb.net/sprites/home/normal/archen.png
567,Archeops,5,Normal,First Bird Pokémon,,Rock,Flying,1.4,32.0,567,75,140,65,112,65,110,https://img.pokemondb.net/sprites/home/normal/archeops.png
